letra,artista
cheers to the freakin weekend i drink to that yeah yeah oh let the jameson sink in i drink to that yeah yeah dont let the bastards get ya down turn it around with another round theres a party at the bar everybody putcha glasses up and i drink to that i drink to that  lifes too short to be sittin around miserable people gon talk whether you doing bad or good yeah got a drink on my mind and my mind on my money yeah looking so fine gonna find me a honey got my ray bans on and im feelin hella cool tonight yeah everybodys vibin so dont nobody start a fight yeahahahah  cheers to the freakin weekend i drink to that yeah yeah oh let the jameson sink in i drink to that yeah yeah dont let the bastards get ya down turn it around with another round theres a party at the bar everybody putcha glasses up and i drink to thaaaaat i drink to that  bout to hop on the bar put it all on my card tonight yeah might be mad in the morning but you know we goin hard tonight its getting coyote ugly up in here no tyra its only up from here no downward spiral got my ray bans on and im feelin hella cool tonight yeah everybodys vibin so dont nobody start a fight yeah  cheers to the freakin weekend i drink to that yeah yeah oh let the jameson sink in i drink to that yeah yeah dont let the bastards get ya down turn it around with another round theres a party at the bar everybody putcha glasses up and i drink to that i drink to that  cheers to the freakin weekend i drink to that yeah yeah oh let the jameson sink in i drink to that yeah yeah dont let the bastards get ya down turn it around with another round theres a party at the bar everybody putcha glasses up and i drink to that i drink to that and i drink to that i drink to that and i drink to that,Rihanna
nothing but a tear thats all for breakfast watching you pretend youre unaffected youre pulling our connections expecting me to let you go but i wont  no you dont need my protection but im in love cant blame me for checking i look in your direction hoping that the message goes  somewhere close to you close to you like so close if they heard you you wouldnt find out just say now im coming right now to be close to you  said you let it go you kept it working hard to perfect it now your fear is reckless and its out of your control would you let it go  no you dont need my protection but im in love cant blame me for checking i look in your direction hoping that the message goes  somewhere close to you close to you like so close if they heard you you wouldnt find out if you let me id be there by now close to you,Rihanna
its hot in this club its time to set it off ive been dancing all night so baby lets get off in the back of the club we can go to the car i cant take it no more lets get these clothes ripped off  i see you baby looking real lost but im about to find you get a drinktalk a bitthen maybe loosen up your tie lets see what you can do oh youcant take me baby its me and you and if you have any thoughts then maybe let me make the way to a close just for two  i got a twitch down in my body oh baby tell me what you wanna do we can dance for the rest of the night baby its all up to you  its hot in this club its time to set it off ive been dancing all night so baby lets get off in the back of the club we can go to the car i cant take it no more lets get these clothes ripped off  get these clothes ripped off lets get these clothes ripped off get these clothes ripped off lets get these clothes ripped off  these chicks dont faze me looking real hot but all i see is you and if you know a spot then take me im not going to end a note without you  baby boymake a love savvy your way going so hard aint got no shade baby i got so much energy let go get lost tell me what you say  i got a twich of the down about the babe tell me what you gonna do we can dance for the rest of the night baby its all up to you oooh  its hot in this club its time to set it off ive been dancing all night so baby lets get off in the back of the club we can go to the car i cant take it no more lets get these clothes ripped off  get these clothes ripped off lets get these clothes ripped off get these clothes ripped off lets get these clothes ripped off  this is supernatural cause we got something going the night is unpredictable and i know that you got it so lets not play this game tonight lets get away im bouncing and i like it when i get my way  its hot in this club its time to set it off ive been dancing all night so baby lets get off in the back of the club we can go to the car i cant take it no more lets get these clothes ripped off  get these clothes ripped off lets get these clothes ripped off get these clothes ripped off lets get these clothes ripped off,Rihanna
suck my cockiness lick my persuasion eat my worstness and swallow your pride down down  place my wants and needs over your resistance and then you come around you come around you come around  i want you to be my sex slave anything that i desire be one with my feminay set my whole body on fire they mad at rihanna game taking over your empire she may be the queen of hearts but im gonna be the queen of your body parts  no one can do ya the way that i do boy i waaant youuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  suck my cockiness lick my persuasion eat my wortness and swallow your pride down down  place my wants and needs over your resistance and then you come around you come around you come around  i can be your dominatrix just submit to my every order enter my diamond matrix if ya want my golden flower  make me your priority theres nothing above my pleasure she may be the queen of hearts but im gonna be the queen of your body parts  no one can do ya the way that i do boy i waaant youuuuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  homie dont beat it like a bullet beat my drum drum like a drum line boogie i love it when you dive head first if you wanna sing to my body hold me tight mister lover i love it when you  do it like i do it like i said keep it up boy we can do this all day be my harlem and me st tropez never found nobody that will do it this way  no one can do ya the way that i do boy i waaant youuuuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it,Rihanna
pretty motherfcker with the mossberg jiggy motherfcker at my concert im wearing fox furs like in oxford eating oxtails sipping cochburg silly motherfckers looking awkward so much dick riding now my cock hurt pause we runnin clockwork so we got  and we got work tell riri i go reretarded on the remix of the rerecording on the cd dvd mtv mp3 come see me go koo koo for your coo coo your flying fish is my favorite dish gon hear crickets when i gon play games like soccer when we kick it get it  no one can do ya the way that i do boy i waaant youuuuuu  suck my cockiness lick my persuasion eat my words and then swallow your pride down down  place my wants and needs over your resistance and then you come around you come around you come around  i want you to be my sex slave anything that i desire be one with my feminine set my whole body on fire they mad at rihanna game taking over your empire she may be the queen of hearts but imma be the queen of your body parts  no one can do ya the way that i do boy i waaant youuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it  i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  suck my cockiness lick my persuasion eat my words and then swallow your pride down down  place my wants and needs over your resistance and then you come around you come around you come around  i can be your dominatrix just submit to my every order enter my diamond matrix if you want my golden flower  make me your priority theres nothing above my pleasure she may be the queen of hearts but imma be the queen of your body parts  no one can do ya the way that i do boy i waaant youuuuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it  i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  homie dont beat it like a bullet beat my drum drum like a drum line boogie i love it when you dive head first if you wanna sink to my body hold me tight mister lover i love it when you do it like i do it like i said keep it up boy we can do this all day be my harlem and my st tropez never found nobody that will do it this way  no one can do ya the way that i do boy i waaant youuuuuu  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it  i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it i love it i love it when you eat it i love it when you eat it i love it when you eat it,Rihanna
on my roof dark and im burning a rose i dont need proof im torn apart and you know what you did to me was a crime cold case love and i let you reach me one more time but thats enough  oohh  your love was breaking the law but i needed a witness ah ah ah ah so wake me up when its over it dont make any difference ah ah ah ah will it ever be solved or am i taking the fall truth was there all along tell me how did we miss it  we opened up a cold case love and it got the best of us and now printed pictures and white outlines are all thats left at the scene of the crime of a cold case love  should have investigated but loveblinded eyes couldnt see ohh and i tried to cage it but your love aint the kind you can keep release me now cuz i did my time of this cold case love my hearts no longer cold and confined ive had enough  oohh ooh  your love was breaking the law but i needed a witness ah ah ah ah so wake me up when its over it dont make any difference ah ah ah ah will it ever be solved or am i taking the fall oh no truth was there along tell me how did we miss it  we opened up a cold case love and it got the best of us and now printed pictures and white outlines are all thats left at the scene of the crime of a cold case love  we lost our way took this too far and ill never find the pieces of my heart weve lost enough lookin for a truth that was there all along  ooh  we opened up a cold case love and it got the best of us and now printed pictures and white outlines are all thats left at the scene of the crime of a cold case love  we opened up a cold case love and it got the best of us and now printed pictures and white outlines are all thats left at the scene of the crime of a cold case love  ohhh,Rihanna
youre not easy to love youre not easy to love no youre not easy to love youre not easy to love no  why is everything with you so complicated why do you make it hard to love you oh i hate it cuz if you really wanna be alone i will throw my hands up cuz baby i tried but everyday with you is so complicated oh why  sometimes i get you sometimes i dont understand sometimes i love you sometimes its you i cant stand sometimes i wanna hug you sometimes i wanna push you away most times i wanna kiss you other times punch you in the face  cuz every minute you start switching up and you say things like you dont give a fck then i say im through with you take my heart from you and you come running after me and baby im back with you  oh youre not easy to love youre not easy to love no youre not easy to love youre not easy to love no  why is everyday with you so complicated why do you make it hard to love you oh i hate it cuz if you really wanna be alone i will throw my hands up cuz baby i tried but everyday with you is so complicated oh why  sometimes i catch you sometimes you get away sometimes i read you other times im like where are you on the page sometimes i feel like we will be together forever but youre so complicated my heart knows better  why is everyday with you so complicated why do you make it hard to love you cuz if you really wanna be alone i will throw my hands up cuz baby i tried everyday with you is so complicated oh why  ima stick around just a little while longer just to make sure that youre really sure you like sleeping alone ima stick around just a little while longer just to make sure that youre really sure you like sleeping alone  why is everyday with you so complicated why do you make it hard to love you oh i hate it cuz if you really wanna be alone i will throw my hands up cuz baby i tried everyday with you is so complicated oh why  youre not easy to love youre not easy to love no youre not easy to love youre not easy to love no,Rihanna
i came fluttering in from neverland time can never stop me  no no no no i  know youve tried to i came riding in on a pale white horse handing out highs to less fortunate i do advise you  run it back  run it on back  when you breaking it down for me cause i cant hear you 2 times  run it on back  will it ever make sense to me  i got to do things my own way darling will you ever let me  will you ever respect me  no  do things my own way darling you should just let me  why you aint never let me grow  when i look outside my window i cant get no piece of mind  when i  look outside my window i cant get no peace of mind oh oh oh  let me cover your shit in glitter i could make it gold gold heard you tryna sell ya soul baby  word on the street you run it low lately i needed you to please give my reflection a break from the face its seeing now  oh darling would you mind giving my reflection a break from the pain its feeling now  i got to do things my own way darling you should just let me  will you ever respect me  no  do things my own way darling you should just let me  why you aint never let me grow  when i look outside my window i cant get no peace of mind when i look outside my window i cant get no peace of mind  getting cant get no peace getting cant get no peace get get getting no peace cant get no peace get ggget no peace oh,Rihanna
i came fluttering in from neverland time can never stop me no no no no i know youve tried to i came riding in on a pale white horse handing out highs to less fortunate i do advise you run it back run it on back when you breaking it down for me cause i cant hear you 2 times run it on back will it ever make sense to me  i got to do things my own way darling will you ever let me will you ever respect me  no do things my own way darling you should just let me why you aint never let me grow  when i look outside my window i cant get no piece of mind when i look outside my window i cant get no peace of mind oh oh oh  i cant get no peace of mind i cant get no peace of mind i cant get no peace of mind i cant get no peace of mind  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  dry me a desert it no time to have you lurking if i got right then you might like it you know i dealt with you the nicest nobody touch me im the righteous nobody text me in a crisis i believed all of your dreams adoration you took my heart and my keys and my patience you took my heart off my sleeve a decoration you mistaken my love i brought for you for foundation all i want is for you to give me something that ive never had something that youve never seen something that youve never been but i wake up and act nothings wrong just get ready to  work work work work work work you see me i be work work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work learn learn learn learn learn learn when you gonna learn learn learn learn learn learn before the tables turn turn turn turn turn turn  beg you something please baby dont you leave dont leave me stuck here in the streets no no if i get another chance to i will never no never neglect you i mean who am i to hold your past against you i just hope that it gets to you i hope that you see this through i hope that you see this true what can i say please recognize im trying baby i been  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  yeah ok you need to get done done done done gotta work come over we just need to slow the motion dont give that away to no one long distance i need you when i see potential i just gotta see it through if you had a twin i would still choose you i dont wanna rush into it if its too soon but i know you need to get done done done done if you come over if you had a twin i would chose you i know you need to get done done done if you come over sorry if im way less friendly i got niggas tryna end me oh i spilled all my emotions tonight im sorry rolling rolling rolling rolling rolling how many more shots til youre rolling we just need the face to face you could pick the time and place you spent some time away now you need to forward and give me all the  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  work work,Rihanna
i came fluttering in from neverland  no no no no  i came riding in on a pale white horse handing out highs to less fortunate  run it back  when you breaking it down for me cause i cant hear you   will it ever make sense to me  i got to do things my own way darling  will you ever respect me  no   why you aint never let me grow  when i look outside my window   i cant get no peace of mind oh oh oh  i cant get no peace of mind i cant get no peace of mind i cant get no peace of mind i cant get no peace of mind  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  dry me a desert it no time to have you lurking if i got right then you might like it you know i dealt with you the nicest nobody touch me im the righteous nobody text me in a crisis i believed all of your dreams adoration you took my heart and my keys and my patience you took my heart off my sleeve a decoration you mistaken my love i brought for you for foundation all i want is for you to give me something that ive never had something that youve never seen something that youve never been but i wake up and act nothings wrong just get ready to  work work work work work work you see me i be work work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work learn learn learn learn learn learn when you gonna learn learn learn learn learn learn before the tables turn turn turn turn turn turn  beg you something please baby dont you leave dont leave me stuck here in the streets no no if i get another chance to i will never no never neglect you i mean who am i to hold your past against you i just hope that it gets to you i hope that you see this through i hope that you see this true what can i say please recognize im trying baby i been  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  yeah ok you need to get done done done done gotta work come over we just need to slow the motion dont give that away to no one long distance i need you when i see potential i just gotta see it through if you had a twin i would still choose you i dont wanna rush into it if its too soon but i know you need to get done done done done if you come over if you had a twin i would chose you i know you need to get done done done if you come over sorry if im way less friendly i got niggas tryna end me oh i spilled all my emotions tonight im sorry rolling rolling rolling rolling rolling how many more shots til youre rolling we just need the face to face you could pick the time and place you spent some time away now you need to forward and give me all the  work work work work work work you see me i be work work work work work work you see me do me dirt dirt dirt dirt dirt dirt so gimme all that work work work work work work when you gonna learn learn learn learn learn learn me no care if him hurt hurt hurt hurt hurt  work work,Rihanna
who am i living for is this my limit can i endure some more chances are giving questions existing  hey sweetheart wassup boo whatchu up to more club moves i call her no answer her phone in the bag she dancing its four now the clubs over i call her but oh hold up yall know what ignore button or the phone die thats  that damier bag i bought her caught the attention of those niggas on it that cellphone that i bought is probably filled with some other niggas numbers so it leaves me to wonder why do i still promise to love her cut me off every time im talking which means she aint never hear nothing i say stay she wanna leave she get up on her car so i gotta let it be imma let her be by herself in peace but five years from now i bet she see when the club gets played the things you crave are no longer escapes and no longing for dates you want a husband but no one has a cape now you wondering wait and i aint trying to hear what you wanting to say it feels good to be over you babe so play this shit while you contemplate contemplate contemplate so play this shit while you contemplate so play this shit while you contemplate  who am i living for is this my limit can i endure some more chances are giving questions existing  who am i living for is this my limit can i endure some more chances are giving questions existing  them people they talking them lights they on me this life i chose but i aint know til i found it to be honest im modest one hater for every nigga on it one day everybody is applauding the next day you is everybody target why bother why talk to em where god at i need to call him my knees on the ground dear father dont let me break please make me stronger how much longer will it linger well my heart is giving will they believe it when my song is over will they need me watch how quickly they find a new leader questioning the whole meaning in the viper room with just me and river phoenix with courtney love and late washington with a note there and im thinking of reading this aint her chris benoit heath ledger said the nights gonna be dark feel the size of a fellas  apollo theater i might just not go franky lymon the lime light gets old cold so in a while im schitzo i cant cope i cant think i cant breathe this aint me this aint easy im thinking am i doing this for them or me i cant think am i doing this for them or me  who am i living for is this my limit can i endure some more chances are giving questions existing  who am i living for is this my limit can i endure some more chances are giving questions existing,Rihanna
ill be your entertainment tonight tonight i show you whatever it is you like you like just sit back and enjoy the show the show and kick your feet up boy here we go baby hit the lights i need all of your attention baby its alright you can admire my dimension ohh dont work in on my definition for you tonight there is only one thing for you to do  x2 remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my  remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my remote control  dont adjust this station it is just right just right name all your favorite ill be that tonight tonight boyy espn aint nothing compared to this think you see action nothing is like this baby hit the lights now ive got all of your attention baby its alright you can touch on on my dimension ohh dont work in on my definition for you tonight im a the only thing for you to do  x2 remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my  remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my remote control  ohh feels like a fur the pictures are clear you wanna put it on pause remote control me nothing like a late night flick to keep you in touch you wanna see it again remote control me  x2 remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my  remote control me push the buttons to turn me on please pick me up put me on the wall please just plug in the wire make my volume higher higher be my remote control,Rihanna
looking back its hard for me to see just how i could have been so blind like an actor on a movie screen you played the part with every line well every story doesnt have a happy ending sometimes a flower doesnt grow  i hope you understand the message that im sending but boy i think you need to know  coulda been the one that i would give it all to catch you when you fall boo shoulda been the one didnt know just what you had boy now its just too bad boy after all is said and done youre a cheater and a liar went to play with fire boy i hope that you enjoyed your fun cuz you coulda been the one  theres nothing left to say coulda been the one coulda been shoulda been  my momma didnt raise no fool she said play with fire you get burned you laughed at me i laugh at you now it seems the tables turned i must admit i really thought you had potential but i could not have been more wrong i need somebody i can trust with his essentials you had your chance but now im long gone  coulda been the one i would give it all to catch you when you fall boo shoulda been the one didnt know just what you had boy now its just too bad boy after all is said and done youre a cheater and a liar went to play with fire boy i hope that you enjoyed your fun cuz you coulda been the one  you coulda been the one baby you coulda been the one oh yeah  you played yourself boy and there is no denying it its just the way the story goes you made your bed boy better go and lay in it but know that youll be laying there alone  you coulda been the one  coulda been the one i would give it all to catch you when you fall boo shoulda been the one didnt know just what you had boy now its just too bad boy after all is said and done youre a cheater and a liar went to play with fire boy i hope that you enjoyed your fun cuz you coulda been the one,Rihanna
ooh yeah yeah yea  when you stand so close to me im feeling butterflies is this the way that it supposed to be when i look into your eyes all you have to do is say my name just a stutter more like butter since i met you boy my whole worlds changed i cant hide this or deny this  chorus boy you got me catching feelings got me thinking baby your the one i didnt understand the reason that my heart was beating like a drum i didnt understand the meaning then you opened up my eyes to a crazy little thing called love a crazy little thing called love a crazy little thing called love whoa ho yeah  my bestfriends tell me rihanna whats got into you i say rihandra i cant explain these feelings im going through tell me girl its not like you to fall this way i try my best to wear a disguise but its written on my face  boy you got me catching feelings got me thinking baby your the one i didnt understand the reason that my heart was beating like a drum i didnt understand the meaning then you opened up my eyes to a crazy little thing called love a crazy little thing called love a crazy little thing called love whoa ho yeah  jstatus yeah its crazy its amazing its the loving that you feeling put a tingle in your body every time you want a healing hey rihanna baby girl for you missing the song yeah so tell the dj put the pon de replay if you wanna come on my bajun baby let me take to jamaica and introduce you to the real thing for the loving where you are so baby your my number 1 my number 2 so if its loving that you want baby you should make me your boo  boy you got me catching feelings got me thinking baby your the one i didnt understand the reason that my heart was beating like a drum i didnt understand the meaning then you opened up my eyes to a crazy little thing called love a crazy little thing called love a crazy little thing called love whoa ho yeah  dont understand the meaning this means crazy baby i try my best not to show but you know its so crazy baby crazy little thing called love a crazt little thing called love a crazy little thing called love whoa yea  j,Rihanna
im not the type to get my heart broken im not the type to get upset and cry cause i never leave my heart open never hurts me to say goodbye relationships dont get deep to me never got the whole in love thing and someone can say they love me truly but at the time it didnt mean a thing  my mind is gone im spinning round and deep inside my tears ill drown im losing grip whats happening i stray from love this is how i feel  this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now im in this condition and ive got all the symptoms of a girl with a broken heart but no matter what youll never see me cry  did it happened when we first kiss cuz its hurting me to let it go maybe cuz we spent so much time and i know that is no more i should have never let you hold me baby maybe why im sad to see us apart i didnt give it to you on purpose cant figure out how you stole my heart  my mind is gone im spinning round and deep inside my tears ill drown im losing grip whats happening i stray from love this is how i feel  this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now im in this condition and ive got all the symptoms of a girl with a broken heart but no matter what youll never see me cry  how did i get here with you ill never know i never meant to let it get so personal and after all i tried to do to stay away from love with you im brokenhearted i cant let you know and i wont let it show you wont see me cry  this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now im in this condition and ive got all the symptoms of a girl with a broken heart but no matter what youll never see me cry  this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now im in this condition and ive got all the symptoms of a girl with a broken heart but no matter what youll never see me cry  all my life,Rihanna
friend i hope that you dont mind i know its late its just that i need someone to talk to right now cant believe i been so blind after all this time what i do so wrong i cant work it out  dont flatter yourself thinkin that its worrying me and do i really need to ask if i was better that she and everytime you do it hope youre thinkin of me im so glad for you honey and i hope it feels good  shit i shouldve known cos youre a lyin cheating son of a,Rihanna
come on i wanna dance in the dark come on were gonna light up the night come on i wanna dance in the dark come on were gonna light up the night  under dusk dance in the middle of the night can see the night skies in the mirror of your eyes if you dont dance make sure you got the rhythm make sure that your heart beats beats with the rhythm  i wanna rock out in the middle of the night right under the moon bodies glowing in the night nothing in between our skins but the rhythm make sure that your heart beats beats with the rhythm  the nightime is the right time  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark  underdogs dance in the middle of the night out here with the stars like the creatures of the night if you dont dance make sure you got the rhythm make sure that your heart beats beats with the rhythm  i wanna dance dance in the middle of the night can see the night skies in the mirror of your eyes if you dont dance make sure you got the rhythm make sure that your heart beats beats with the rhythm  the nightime is the right time  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark  i wanna dance in the dark come on were gonna light up the night come on i wanna dance in the dark come on were gonna light up the night  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark  i wanna dance in the dark and never stop were gonna light up the night like shooting stars whenever you hear the sound dont be alarmed oh oh oh dancing in the dark,Rihanna
i knew a girl named nikki i guess u could say she was a sex fiend i met her in a hotel lobby masturbating with a magazine she said howd u like to waste some time and i could not resist when i saw little nikki grind  she took me to her castle and i just couldnt believe my eyes she had so many devices everything that money could buy she said sign your name on the dotted line the lights went out and nikki started to grind  nikki  the castle started spinning or maybe it was my brain i cant tell u what she did to me but my body will never be the same her lovin will kick your behind oh shell show u no mercy but shell shonuff shonuff show u how to grind  darlin nikki  woke up the next morning nikki wasnt there i looked all over and all i found was a phone number on the stairs it said thank u for a funky time call me up whenever u want to grind  oh nikki ohhhh  come back nikki come back your dirty little prince wanna grind grind grind grind grind grind grind grind grind  hello how r u im fine cause i know that the lord is coming soon coming coming soon,Rihanna
hey june words cannot describe how much i miss you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside  dear june its been awhile do you have a phone number i can dial if i dont get it now i think that i might die no no im exaggerating but i dont want to be deteriorating ill have a rain cloud and its filled with doubt and i dont want that so ill let it out how i feel about you if you had my view it would all seem clear like a diamond my dear i wish i knew if you need me too ill be by your side forever  dear june words cannot describe how much i need you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside  from movie scenes to goodnight dreams without a doubt just think about the future you radiate like sunshine and my teddy bear at night time we can cuddle like penguins do for heat  i know im right this time i see the light that binds and i heard it through the grapevine that you wanted to be mine i hope that you believe for sure ill never leave well stick like super glue dear june i love you  dear june words cannot describe how much i love you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside   breakdown   dear june words cannot describe how much i love you from our little walks to our little talks im a little shocked and i need to dock these feelings that i hold inside,Rihanna
verse 1 im not concerned with people who prey on the wealth of their fellow man oh yea cause they only want to know you enroll you only for the things ya had i just think its so sad  hook get dem haters out your circle smile in your face but all they wanna do is bring ya down see them try to mess to hurt you and work you anything to bring ya down  verse 2 they keep evil thoughts in their hearts what you dont know you cant let them knock your hustle not letting them know how much you struggle they turn green with envy when your on top and dem heart is full with strife their by gonna try to take your life  hook get dem haters out your circle smile in your face but all they wanna do is bring ya down see them try to mess to hurt you and work you anything to bring ya down  bridge ya know they talk about ya and they tell the lies dont be fooled u betta recognize they not there for you they dont care for you trust me cuz i know its true ya see they smile in your face and make ya think they down then they turn against you when your not around its just jealousy and dishonesty so hold on to your sanity,Rihanna
desperado sitting in an old monte carlo a man whose heart is hollow uh huh take it easy im not tryna go against you actually im going with you  gotta get up out of here and you aint leaving me behind i know you wont cause we share common interests too need me there aint no leaving me behind never know no just want out of here yeah yes once im gone aint no going back  if you want we can be runaways running from any site of love yeah yeah there aint nothing there aint nothing here for me there aint nothing here for me anymore but i dont wanna be alone  desperado sitting in an old monte carlo weve both had our hearts broken take it easy im not trying to go against you i can be a lone wolf fishing  gotta get up out of here and you aint leaving me behind i know you wont cause we share common interests too need me there aint no leaving me behind never know no both flying up out of here yeah yes once im gone aint no going back  if you want we could be runaways running from and its out of luck yeah yeah there aint nothing there aint nothing here for me there aint nothing here for me anymore i dont wanna be alone  dear desperado yeah i dont wanna be alone dear desperado yeah i dont wanna be alone  if you want we could be runaways running from and its out of luck yeah yeah there aint nothing there aint nothing here for me there aint nothing here for me anymore but i dont wanna be alone  yeahyeahah yeahyeahah yeahyeahah yeahyeahah yeahyeahah yeahyeahah,Rihanna
shine bright like a diamond shine bright like a diamond  find light in the beautiful sea i choose to be happy you and i you and i were like diamonds in the sky  youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the sky  i knew that wed become one right away oh right away at first sight i felt the energy of sun rays i saw the life inside your eyes  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  palms rise to the universe as we moonshine and molly feel the warmth well never die were like diamonds in the sky  youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the sky  at first sight i felt the energy of sun rays i saw the life inside your eyes  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond  shine bright like a diamond shine bright like a diamond shine bright like a diamond  shine bright like a diamond,Rihanna
shine bright like a diamond shine bright like a diamond  find light in the beautiful sea i choose to be happy you and i you and i were like diamonds in the sky  youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the sky  i knew that wed become one right away oh right away at first sight i felt the energy of sunrays i saw the life inside your eyes  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  palms rise to the universe as we moonshine and molly feel the warmth well never die were like diamonds in the sky  youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the sky  at first sight i felt the energy of sunrays i saw the life inside your eyes  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond were beautiful like diamonds in the sky  so shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the sky  shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond,Rihanna
